index,protID,geneID,geneName,
6416,Q9HAP2,ENSG00000175727,MLXIP,
6417,Q15334,ENSG00000131899,LLGL1,
6418,P17482,ENSG00000170689,HOXB9,
6419,Q9HBU9,ENSG00000121577,POPDC2,
6420,P08574,ENSG00000179091,CYC1,
6421,Q96KJ9,ENSG00000131055,COX4I2,
6422,Q9UHB4,ENSG00000188566,NDOR1,
6423,P31930,ENSG00000010256,UQCRC1,
6424,P10109,ENSG00000137714,FDX1,
6425,O94813,ENSG00000145147,SLIT2,
6426,O75093,ENSG00000187122,SLIT1,
6427,O75044,ENSG00000266028,SRGAP2,
6428,Q9HCK4,ENSG00000185008,ROBO2,
6429,O00409,ENSG00000053254,FOXN3,
6430,Q8N6T3,ENSG00000101199,ARFGAP1,
6431,P27707,ENSG00000156136,DCK,
6432,P05976,ENSG00000168530,MYL1,
6433,Q15049,ENSG00000100427,MLC1,
6434,Q9UIU6,ENSG00000100625,SIX4,
6435,P00797,ENSG00000143839,REN,
6436,P16112,ENSG00000157766,ACAN,
6437,Q969M3,ENSG00000145817,YIPF5,
6438,Q9HBG7,ENSG00000122224,LY9,
6439,Q12796,ENSG00000146278,PNRC1,
6440,Q92738,ENSG00000148429,USP6NL,
6441,Q9BYB0,ENSG00000283243,SHANK3,
6442,Q5JS13,ENSG00000136828,RALGPS1,
6443,Q9ULI4,ENSG00000066735,KIF26A,
6444,P80217,ENSG00000068079,IFI35,
6445,Q99731,ENSG00000172724,CCL19,
6446,P80098,ENSG00000108688,CCL7,
6447,Q6ZMQ8,ENSG00000181409,AATK,
6448,Q96SW2,ENSG00000113851,CRBN,
6449,P50454,ENSG00000149257,SERPINH1,
6450,P15515,ENSG00000126550,HTN1,
6451,O95789,ENSG00000163867,ZMYM6,
6452,Q9BZE3,ENSG00000125492,BARHL1,
6453,Q9GZT8,ENSG00000196290,NIF3L1,
6454,Q9HBD1,ENSG00000056586,RC3H2,
6455,Q16352,ENSG00000148798,INA,
6456,O00299,ENSG00000213719,CLIC1,
6457,P67936,ENSG00000167460,TPM4,
6458,P09104,ENSG00000111674,ENO2,
6459,Q13011,ENSG00000104823,ECH1,
6460,P30040,ENSG00000089248,ERP29,
6461,P06576,ENSG00000110955,ATP5B,
6462,P00488,ENSG00000124491,F13A1,
6463,Q3ZCW2,ENSG00000119862,LGALSL,
6464,P13232,ENSG00000104432,IL7,
6465,P58546,ENSG00000105887,MTPN,
6466,Q6ZTQ3,ENSG00000169435,RASSF6,
6467,Q9H2L5,ENSG00000107551,RASSF4,
6468,Q6ZN44,ENSG00000113763,UNC5A,
6469,O95185,ENSG00000182168,UNC5C,
6470,P05997,ENSG00000204262,COL5A2,
6471,Q96DI7,ENSG00000060688,SNRNP40,
6472,P02461,ENSG00000168542,COL3A1,
6473,Q7L4P6,ENSG00000162373,BEND5,
6474,P30408,ENSG00000169908,TM4SF1,
6475,P12107,ENSG00000060718,COL11A1,
6476,Q6ZVT0,ENSG00000162571,TTLL10,
6477,Q9H5I1,ENSG00000152455,SUV39H2,
6478,Q15059,ENSG00000169925,BRD3,
6479,Q9NWX5,ENSG00000148331,ASB6,
6480,Q9UH73,ENSG00000164330,EBF1,
6481,Q96L46,ENSG00000256812,CAPNS2,
6482,Q6P9H4,ENSG00000153721,CNKSR3,
6483,Q13394,ENSG00000180660,MAB21L1,
6484,Q13461,ENSG00000186790,FOXE3,
6485,P57075,ENSG00000160185,UBASH3A,
6486,O00300,ENSG00000164761,TNFRSF11B,
6487,O96000,ENSG00000140990,NDUFB10,
6488,Q00994,ENSG00000166681,BEX3,
6489,Q02833,ENSG00000099849,RASSF7,
6490,Q5SXM2,ENSG00000165684,SNAPC4,
6491,Q13253,ENSG00000183691,NOG,
6492,P34820,ENSG00000116985,BMP8B,
6493,Q9BU40,ENSG00000101938,CHRDL1,
6494,Q13228,ENSG00000143416,SELENBP1,
6495,P0DMM9,ENSG00000261052,SULT1A3,
6496,P42857,,,
6497,P35237,ENSG00000124570,SERPINB6,
6498,P29622,ENSG00000100665,SERPINA4,
6499,O60383,ENSG00000164404,GDF9,
6500,P40425,ENSG00000204304,PBX2,
6501,Q9HB90,ENSG00000116954,RRAGC,
6502,Q8TCU6,ENSG00000124126,PREX1,
6503,Q9NQL2,ENSG00000025039,RRAGD,
6504,Q5VZM2,ENSG00000083750,RRAGB,
6505,Q86TP1,ENSG00000143363,PRUNE1,
6506,O75426,ENSG00000106336,FBXO24,
6507,Q86V86,ENSG00000198355,PIM3,
6508,P0C7U1,ENSG00000204147,ASAH2B,
6509,Q9P0W2,ENSG00000064961,HMG20B,
6510,Q8TE76,ENSG00000133131,MORC4,
6511,P30084,ENSG00000127884,ECHS1,
6512,Q06520,ENSG00000105398,SULT2A1,
6513,Q9ULD0,ENSG00000197444,OGDHL,
6514,Q92665,ENSG00000102738,MRPS31,
6515,O95661,ENSG00000162595,DIRAS3,
6516,Q9UKN8,ENSG00000125484,GTF3C4,
6517,Q9Y577,ENSG00000162931,TRIM17,
6518,P61803,ENSG00000129562,DAD1,
6519,Q9UMX3,ENSG00000176720,BOK,
6520,O75880,ENSG00000133028,SCO1,
6521,Q5RI15,ENSG00000203667,COX20,
6522,P00156,ENSG00000198727,MT-CYB,
6523,P29558,ENSG00000153250,RBMS1,
6524,P49642,ENSG00000198056,PRIM1,
6525,Q5VWP3,ENSG00000146147,MLIP,
6526,Q8NF91,ENSG00000131018,SYNE1,
6527,Q8NC56,ENSG00000161904,LEMD2,
6528,P29803,ENSG00000163114,PDHA2,
6529,P10515,ENSG00000150768,DLAT,
6530,O00330,ENSG00000110435,PDHX,
6531,Q96AB3,ENSG00000063241,ISOC2,
6532,Q8IVG9,ENSG00000210082,MT-RNR2,
6533,Q9HD36,ENSG00000137875,BCL2L10,
6534,Q9HAV5,ENSG00000131080,EDA2R,
6535,O94972,ENSG00000108395,TRIM37,
6536,Q99706,ENSG00000189013,KIR2DL4,
6537,Q96F46,ENSG00000177663,IL17RA,
6538,O14545,ENSG00000135148,TRAFD1,
6539,Q8TD23,ENSG00000197372,ZNF675,
6540,P12532,ENSG00000237289,CKMT1B,
6541,Q13886,ENSG00000119138,KLF9,
6542,Q5H9I0,ENSG00000183434,TFDP3,
6543,P49748,ENSG00000072778,ACADVL,
6544,P14902,ENSG00000131203,IDO1,
6545,Q9UKC9,ENSG00000153558,FBXL2,
6546,Q9Y6B2,ENSG00000255302,EID1,
6547,Q8NCQ5,ENSG00000141665,FBXO15,
6548,Q9H4M3,ENSG00000132879,FBXO44,
6549,Q9NQ87,ENSG00000163909,HEYL,
6550,Q01638,ENSG00000115602,IL1RL1,
6551,Q6UVK1,ENSG00000173546,CSPG4,
6552,Q8TDZ2,ENSG00000135596,MICAL1,
6553,P49281,ENSG00000110911,SLC11A2,
6554,Q8IZ52,ENSG00000123989,CHPF,
6555,Q9BXF3,ENSG00000099954,CECR2,
6556,Q5H8C1,ENSG00000164946,FREM1,
6557,Q8WWZ1,ENSG00000136697,IL1F10,
6558,Q92743,ENSG00000166033,HTRA1,
6559,Q9BQ70,ENSG00000141002,TCF25,
6560,P05981,ENSG00000105707,HPN,
6561,O60687,ENSG00000102359,SRPX2,
6562,Q56NI9,ENSG00000171320,ESCO2,
6563,Q9UBX0,ENSG00000163666,HESX1,
6564,Q15406,ENSG00000148200,NR6A1,
6565,P09467,ENSG00000165140,FBP1,
6566,Q92800,ENSG00000108799,EZH1,
6567,P21709,ENSG00000146904,EPHA1,
6568,Q9H6R0,ENSG00000005100,DHX33,
6569,Q14781,ENSG00000173894,CBX2,
6570,P49238,ENSG00000168329,CX3CR1,
6571,Q9BQ69,ENSG00000133315,MACROD1,
6572,Q12837,ENSG00000151615,POU4F2,
6573,Q8TD17,ENSG00000197024,ZNF398,
6574,Q9H7B4,ENSG00000185420,SMYD3,
6575,Q96AQ6,ENSG00000163346,PBXIP1,
6576,Q96T76,ENSG00000155229,MMS19,
6577,Q9Y6C7,,,
6578,Q33E94,ENSG00000111783,RFX4,
6579,Q96RF0,ENSG00000178996,SNX18,
6580,Q8WV41,ENSG00000173548,SNX33,
6581,P51784,ENSG00000102226,USP11,
6582,Q4VC05,ENSG00000110987,BCL7A,
6583,Q9BYN0,ENSG00000271303,SRXN1,
6584,P15735,ENSG00000156873,PHKG2,
6585,Q8N841,ENSG00000170703,TTLL6,
6586,O00507,ENSG00000114374,USP9Y,
6587,Q7Z5Q5,ENSG00000130997,POLN,
6588,Q8TDX7,ENSG00000151414,NEK7,
6589,Q8TD16,ENSG00000185963,BICD2,
6590,Q8IZS6,ENSG00000184786,TCTE3,
6591,P49286,ENSG00000134640,MTNR1B,
6592,Q8WV22,ENSG00000169189,NSMCE1,
6593,P02533,ENSG00000186847,KRT14,
6594,Q7Z6E9,ENSG00000122257,RBBP6,
6595,Q6Q788,ENSG00000110243,APOA5,
6596,Q9BY76,ENSG00000167772,ANGPTL4,
6597,Q8IV16,ENSG00000277494,GPIHBP1,
6598,P02655,ENSG00000234906,APOC2,
6599,P11597,ENSG00000087237,CETP,
6600,Q9UHK0,ENSG00000083635,NUFIP1,
6601,Q9Y5X3,ENSG00000089006,SNX5,
6602,P32455,ENSG00000117228,GBP1,
6603,P41226,ENSG00000182179,UBA7,
6604,Q02218,ENSG00000105953,OGDH,
6605,Q9NRG9,ENSG00000094914,AAAS,
6606,P00390,ENSG00000104687,GSR,
6607,O95363,ENSG00000145982,FARS2,
6608,Q86XP3,ENSG00000198231,DDX42,
6609,Q9NPC7,ENSG00000085274,MYNN,
6610,O75083,ENSG00000071127,WDR1,
6611,Q9NX05,ENSG00000184083,FAM120C,
6612,Q9BRP8,ENSG00000170473,PYM1,
6613,P50395,ENSG00000057608,GDI2,
6614,Q9NZM1,ENSG00000138119,MYOF,
6615,Q99538,ENSG00000100600,LGMN,
6616,O14933,ENSG00000156587,UBE2L6,
6617,Q9C0J8,ENSG00000136709,WDR33,
6618,Q13325,ENSG00000152778,IFIT5,
6619,Q96I24,ENSG00000107164,FUBP3,
6620,Q8TC12,ENSG00000072042,RDH11,
6621,Q14938,ENSG00000008441,NFIX,
6622,P26639,ENSG00000113407,TARS,
6623,P28838,ENSG00000002549,LAP3,
6624,P23381,ENSG00000140105,WARS,
6625,Q9UG63,ENSG00000033050,ABCF2,
6626,Q8WU90,ENSG00000065548,ZC3H15,
6627,P52209,ENSG00000142657,PGD,
6628,P13797,ENSG00000102024,PLS3,
6629,O14734,ENSG00000101473,ACOT8,
6630,Q12907,ENSG00000169223,LMAN2,
6631,Q14651,ENSG00000120756,PLS1,
6632,Q14865,ENSG00000150347,ARID5B,
6633,Q8NFH3,ENSG00000120253,NUP43,
6634,P12429,ENSG00000138772,ANXA3,
6635,Q969X6,ENSG00000141076,UTP4,
6636,Q9Y2X9,ENSG00000162702,ZNF281,
6637,Q9NZZ3,ENSG00000086065,CHMP5,
6638,O60568,ENSG00000106397,PLOD3,
6639,Q15428,ENSG00000104897,SF3A2,
6640,P31939,ENSG00000138363,ATIC,
6641,Q86WI3,ENSG00000140853,NLRC5,
6642,Q7Z406,ENSG00000105357,MYH14,
6643,Q9UGP8,ENSG00000025796,SEC63,
6644,P01130,ENSG00000130164,LDLR,
6645,Q9H173,ENSG00000120725,SIL1,
6646,P01266,ENSG00000042832,TG,
6647,Q9UBS4,ENSG00000090520,DNAJB11,
6648,Q8IXB1,ENSG00000077232,DNAJC10,
6649,Q96SL4,ENSG00000116157,GPX7,
6650,P30499,ENSG00000237022,HLA-C,
6651,Q96KC8,ENSG00000136770,DNAJC1,
6652,Q6E0U4,ENSG00000161249,DMKN,
6653,Q6T424,,,
6654,O60861,ENSG00000007237,GAS7,
6655,Q702N8,ENSG00000168334,XIRP1,
6656,P30520,ENSG00000035687,ADSS,
6657,Q9Y4J8,ENSG00000134769,DTNA,
6658,P02549,ENSG00000163554,SPTA1,
6659,P55008,ENSG00000204472,AIF1,
6660,P35321,ENSG00000169474,SPRR1A,
6661,P53814,ENSG00000183963,SMTN,
6662,Q0ZGT2,ENSG00000162614,NEXN,
6663,Q9UNW1,ENSG00000107789,MINPP1,
6664,Q96M96,ENSG00000139132,FGD4,
6665,Q13939,ENSG00000185972,CCIN,
6666,P24855,ENSG00000213918,DNASE1,
6667,O43364,ENSG00000105996,HOXA2,
6668,Q9NVV5,ENSG00000146416,AIG1,
6669,P01242,ENSG00000136487,GH2,
6670,O15467,ENSG00000275152,CCL16,
6671,Q16627,ENSG00000276409,CCL14,
6672,Q8IUF8,ENSG00000170854,RIOX2,
6673,Q01850,ENSG00000140743,CDR2,
6674,Q9ULK4,ENSG00000112282,MED23,
6675,Q9H7Z7,ENSG00000148334,PTGES2,
6676,Q96F44,ENSG00000154370,TRIM11,
6677,O95429,ENSG00000156735,BAG4,
6678,P55771,ENSG00000198807,PAX9,
6679,Q96PN7,ENSG00000124496,TRERF1,
6680,Q96CK0,ENSG00000161914,ZNF653,
6681,O60806,ENSG00000143178,TBX19,
6682,Q86W47,ENSG00000135643,KCNMB4,
6683,P43356,ENSG00000183305,MAGEA2B,
6684,Q8NEV1,ENSG00000254598,CSNK2A3,
6685,P81877,ENSG00000145687,SSBP2,
6686,Q86WT6,ENSG00000185880,TRIM69,
6687,Q9UJV9,ENSG00000183258,DDX41,
6688,Q9BWU0,ENSG00000163798,SLC4A1AP,
6689,Q8TBX8,ENSG00000166908,PIP4K2C,
6690,Q92733,ENSG00000143294,PRCC,
6691,Q9H869,ENSG00000163374,YY1AP1,
6692,Q9Y5X4,ENSG00000278570,NR2E3,
6693,P06727,ENSG00000110244,APOA4,
6694,Q9H1K1,ENSG00000136003,ISCU,
6695,Q13615,ENSG00000100330,MTMR3,
6696,Q86TB9,ENSG00000166889,PATL1,
6697,Q641Q2,ENSG00000099290,WASHC2A,
6698,Q9H5H4,ENSG00000169957,ZNF768,
6699,Q9H8M2,ENSG00000028310,BRD9,
6700,Q02086,ENSG00000167182,SP2,
6701,Q8NFT6,ENSG00000161692,DBF4B,
6702,P49767,ENSG00000150630,VEGFC,
6703,O43915,ENSG00000165197,VEGFD,
6704,P43115,ENSG00000050628,PTGER3,
6705,Q9Y4H4,ENSG00000213654,GPSM3,
6706,Q9H228,ENSG00000180739,S1PR5,
6707,Q8TE69,ENSG00000197620,CXorf40A,
6708,Q5SW24,ENSG00000164488,DACT2,
6709,Q7Z3T8,ENSG00000039319,ZFYVE16,
6710,Q9HCU5,ENSG00000138073,PREB,
6711,Q9NSN8,ENSG00000147481,SNTG1,
6712,Q16671,ENSG00000135409,AMHR2,
6713,O43172,ENSG00000136875,PRPF4,
6714,Q8TDM6,ENSG00000151208,DLG5,
6715,Q86X27,ENSG00000116191,RALGPS2,
6716,Q00532,ENSG00000100490,CDKL1,
6717,Q96F10,ENSG00000141504,SAT2,
6718,Q9BVA0,ENSG00000140854,KATNB1,
6719,Q70EL2,ENSG00000123552,USP45,
6720,Q9NWN3,ENSG00000178974,FBXO34,
6721,Q86XS8,ENSG00000113269,RNF130,
6722,P49703,ENSG00000175906,ARL4D,
6723,Q8IUC4,ENSG00000131941,RHPN2,
6724,Q9UF11,ENSG00000021300,PLEKHB1,
6725,Q9NTX7,ENSG00000118518,RNF146,
6726,Q9UK99,ENSG00000110429,FBXO3,
6727,Q9NXK8,ENSG00000127452,FBXL12,
6728,Q99972,ENSG00000034971,MYOC,
6729,Q9H0C8,ENSG00000132323,ILKAP,
6730,Q8NFH4,ENSG00000075188,NUP37,
6731,O94844,ENSG00000072422,RHOBTB1,
6732,Q3SXY8,ENSG00000169379,ARL13B,
6733,Q8WVD3,ENSG00000134758,RNF138,
6734,Q9Y689,ENSG00000162980,ARL5A,
6735,Q9UNK0,ENSG00000170310,STX8,
6736,P48059,ENSG00000169756,LIMS1,
6737,Q9BX70,ENSG00000133243,BTBD2,
6738,Q9NYN1,ENSG00000103710,RASL12,
6739,Q2M1Z3,ENSG00000031081,ARHGAP31,
6740,Q14D04,ENSG00000197415,VEPH1,
6741,Q9NR64,ENSG00000150361,KLHL1,
6742,Q53QZ3,ENSG00000075884,ARHGAP15,
6743,Q9Y6J8,ENSG00000127952,STYXL1,
6744,Q6P3X3,ENSG00000018699,TTC27,
6745,P51153,ENSG00000143545,RAB13,
6746,Q9H1Z4,ENSG00000101940,WDR13,
6747,Q96D21,ENSG00000100302,RASD2,
6748,Q6B8I1,ENSG00000079393,DUSP13,
6749,Q9UHE5,ENSG00000144035,NAT8,
6750,P57729,ENSG00000123892,RAB38,
6751,Q9BTX7,ENSG00000124120,TTPAL,
6752,P0DI83,ENSG00000109113,RAB34,
6753,O14718,ENSG00000180245,RRH,
6754,Q96LT4,ENSG00000156671,SAMD8,
6755,Q9GZM3,ENSG00000228049,POLR2J2,
6756,Q14554,ENSG00000065485,PDIA5,
6757,Q96S94,ENSG00000221978,CCNL2,
6758,Q9BTM9,ENSG00000167118,URM1,
6759,Q63HK5,ENSG00000121297,TSHZ3,
6760,Q8NBP7,ENSG00000169174,PCSK9,
6761,P12111,ENSG00000163359,COL6A3,
6762,Q9ULZ9,ENSG00000198598,MMP17,
6763,O00585,ENSG00000137077,CCL21,
6764,P04080,ENSG00000160213,CSTB,
6765,Q5U5Q3,ENSG00000176624,MEX3C,
6766,Q5VTB9,ENSG00000187147,RNF220,
6767,Q2YD98,ENSG00000163945,UVSSA,
6768,Q9Y4D7,ENSG00000004399,PLXND1,
6769,P54922,ENSG00000144843,ADPRH,
6770,Q8IU81,ENSG00000170604,IRF2BP1,
6771,Q5T230,ENSG00000171794,UTF1,
6772,Q96EW2,ENSG00000169087,HSPBAP1,
6773,Q8NB78,ENSG00000165097,KDM1B,
6774,P49765,ENSG00000173511,VEGFB,
6775,Q13275,ENSG00000001617,SEMA3F,
6776,O60462,ENSG00000118257,NRP2,
6777,P49763,ENSG00000119630,PGF,
6778,P13385,ENSG00000241186,TDGF1,
6779,Q8N2S1,ENSG00000090006,LTBP4,
6780,O00602,ENSG00000085265,FCN1,
6781,Q53EV4,ENSG00000010626,LRRC23,
6782,P12645,ENSG00000152785,BMP3,
6783,O94906,ENSG00000101161,PRPF6,
6784,P00966,ENSG00000130707,ASS1,
6785,O43615,ENSG00000104980,TIMM44,
6786,Q53G59,ENSG00000117153,KLHL12,
6787,P51805,ENSG00000130827,PLXNA3,
6788,Q9BQ83,ENSG00000181625,SLX1B,
6789,Q96ES7,ENSG00000176476,SGF29,
6790,Q9P1U0,ENSG00000066379,ZNRD1,
6791,Q9Y2X3,ENSG00000055044,NOP58,
6792,P49842,ENSG00000204344,STK19,
6793,O75177,ENSG00000184402,SS18L1,
6794,Q9UKI9,ENSG00000137709,POU2F3,
6795,Q86UE4,ENSG00000147649,MTDH,
6796,Q15699,ENSG00000180318,ALX1,
6797,Q9NZS9,ENSG00000103429,BFAR,
6798,P43364,ENSG00000185247,MAGEA11,
6799,Q9BR01,ENSG00000130540,SULT4A1,
6800,C9JLW8,ENSG00000225663,MCRIP1,
6801,Q9BVJ7,ENSG00000158716,DUSP23,
6802,P02808,ENSG00000126549,STATH,
6803,Q13822,ENSG00000136960,ENPP2,
6804,Q8N490,ENSG00000127838,PNKD,
6805,P49675,ENSG00000147465,STAR,
6806,P17097,ENSG00000147789,ZNF7,
6807,Q9BZI1,ENSG00000170561,IRX2,
6808,Q9Y6D5,ENSG00000124198,ARFGEF2,
6809,O00635,ENSG00000112343,TRIM38,
6810,O76080,ENSG00000107372,ZFAND5,
6811,Q8WZ73,ENSG00000092871,RFFL,
6812,Q9Y276,ENSG00000074582,BCS1L,
6813,P33681,ENSG00000121594,CD80,
6814,Q9H4D5,ENSG00000147206,NXF3,
6815,Q96D46,ENSG00000169251,NMD3,
6816,Q9UKK6,ENSG00000132661,NXT1,
6817,Q8WWA0,ENSG00000179914,ITLN1,
6818,P19835,ENSG00000170835,CEL,
6819,Q8TAX7,ENSG00000171195,MUC7,
6820,P78413,ENSG00000113430,IRX4,
6821,P78395,ENSG00000185686,PRAME,
6822,Q9Y5L0,ENSG00000064419,TNPO3,
6823,Q8IUH5,ENSG00000186908,ZDHHC17,
6824,P23610,ENSG00000274791,F8A2,
6825,Q9UHF7,ENSG00000104447,TRPS1,
6826,Q9Y4E5,ENSG00000112200,ZNF451,
6827,Q92754,ENSG00000087510,TFAP2C,
6828,Q5W186,ENSG00000173335,CST9,
6829,Q8NCF5,ENSG00000176953,NFATC2IP,
6830,Q96RE7,ENSG00000160877,NACC1,
6831,Q969G9,ENSG00000140807,NKD1,
6832,Q96MT3,ENSG00000139174,PRICKLE1,
6833,Q9BT22,ENSG00000033011,ALG1,
6834,Q99727,ENSG00000157150,TIMP4,
6835,Q9BV57,ENSG00000182551,ADI1,
6836,Q9NPD3,ENSG00000178896,EXOSC4,
6837,P11182,ENSG00000137992,DBT,
6838,Q8TDH9,ENSG00000188428,BLOC1S5,
6839,Q9HBV1,ENSG00000132429,POPDC3,
6840,Q05707,ENSG00000187955,COL14A1,
6841,Q8WVP5,ENSG00000185361,TNFAIP8L1,
6842,Q8IYB8,ENSG00000156502,SUPV3L1,
6843,Q96T91,ENSG00000149735,GPHA2,
6844,O75084,ENSG00000155760,FZD7,
6845,P48051,ENSG00000157542,KCNJ6,
6846,P82930,ENSG00000074071,MRPS34,
6847,Q5JTD0,ENSG00000137221,TJAP1,
6848,Q9H857,ENSG00000168268,NT5DC2,
6849,Q9UHD9,ENSG00000188021,UBQLN2,
6850,Q9BPX7,ENSG00000136197,C7orf25,
6851,P43308,ENSG00000163479,SSR2,
6852,P08240,ENSG00000182934,SRPRA,
6853,P51684,ENSG00000112486,CCR6,
6854,Q13445,ENSG00000099203,TMED1,
6855,Q9NYY1,ENSG00000162891,IL20,
6856,Q969K3,ENSG00000170633,RNF34,
6857,Q96A26,ENSG00000114023,FAM162A,
6858,Q96KA5,ENSG00000049656,CLPTM1L,
6859,Q92583,ENSG00000102970,CCL17,
6860,O00626,ENSG00000102962,CCL22,
6861,O43745,ENSG00000166869,CHP2,
6862,Q15375,ENSG00000135333,EPHA7,
6863,P54756,ENSG00000145242,EPHA5,
6864,Q9UF33,ENSG00000080224,EPHA6,
6865,Q9H9V4,ENSG00000133874,RNF122,
6866,Q96S42,ENSG00000156574,NODAL,
6867,Q8N6C5,ENSG00000147255,IGSF1,
6868,P09529,ENSG00000163083,INHBB,
6869,P55103,ENSG00000175189,INHBC,
6870,O15444,ENSG00000131142,CCL25,
6871,Q9NRJ3,ENSG00000151882,CCL28,
6872,Q9Y4X3,ENSG00000213927,CCL27,
6873,P05423,ENSG00000168495,POLR3D,
6874,Q9NW08,ENSG00000013503,POLR3B,
6875,Q9Y535,ENSG00000100413,POLR3H,
6876,O14802,ENSG00000148606,POLR3A,
6877,Q15043,ENSG00000104635,SLC39A14,
6878,Q9NP58,ENSG00000115657,ABCB6,
6879,Q71SY5,ENSG00000104973,MED25,
6880,Q9NX70,ENSG00000063322,MED29,
6881,Q9UHV7,ENSG00000108510,MED13,
6882,Q9NWA0,ENSG00000141026,MED9,
6883,Q96G25,ENSG00000159479,MED8,
6884,O95402,ENSG00000105085,MED26,
6885,Q709F0,ENSG00000240303,ACAD11,
6886,P32971,ENSG00000106952,TNFSF8,
6887,O15123,ENSG00000091879,ANGPT2,
6888,Q15389,ENSG00000154188,ANGPT1,
6889,Q9Y264,ENSG00000101280,ANGPT4,
6890,O95841,ENSG00000116194,ANGPTL1,
6891,Q96GF1,ENSG00000138942,RNF185,
6892,Q05215,ENSG00000135625,EGR4,
6893,Q13243,ENSG00000100650,SRSF5,
6894,Q9UEU0,ENSG00000100568,VTI1B,
6895,Q969R8,ENSG00000111203,ITFG2,
6896,Q96JZ2,ENSG00000196684,HSH2D,
6897,P51690,ENSG00000157399,ARSE,
6898,Q53EL9,ENSG00000063015,SEZ6,
6899,Q58FF8,ENSG00000205940,HSP90AB2P,
6900,P55083,ENSG00000166482,MFAP4,
6901,P62273,ENSG00000213741,RPS29,
6902,Q8TCT9,ENSG00000101294,HM13,
6903,Q8N184,ENSG00000189042,ZNF567,
6904,Q06730,ENSG00000189180,ZNF33A,
6905,P01178,ENSG00000101405,OXT,
6906,Q8NI08,ENSG00000111912,NCOA7,
6907,Q16795,ENSG00000139180,NDUFA9,
6908,P28331,ENSG00000023228,NDUFS1,
6909,P41271,ENSG00000158747,NBL1,
6910,Q8N4L4,ENSG00000181323,SPEM1,
6911,Q96P48,ENSG00000186635,ARAP1,
6912,Q13946,ENSG00000205268,PDE7A,
6913,Q9BRS2,ENSG00000124784,RIOK1,
6914,O43763,ENSG00000115297,TLX2,
6915,O60565,ENSG00000166923,GREM1,
6916,P43681,ENSG00000101204,CHRNA4,
6917,P50458,ENSG00000106689,LHX2,
6918,P84996,ENSG00000087460,GNAS,
6919,Q96L92,ENSG00000143376,SNX27,
6920,Q14241,ENSG00000011007,ELOA,
6921,P0CE71,ENSG00000135175,OCM2,
6922,Q92838,ENSG00000158813,EDA,
6923,Q8TAA5,ENSG00000164284,GRPEL2,
6924,Q99543,ENSG00000105821,DNAJC2,
6925,Q12979,ENSG00000159842,ABR,
6926,P07942,ENSG00000091136,LAMB1,
6927,P12109,ENSG00000142156,COL6A1,
6928,P51172,ENSG00000162572,SCNN1D,
6929,Q86VX2,ENSG00000149600,COMMD7,
6930,Q9HBE4,ENSG00000138684,IL21,
6931,Q9HCT0,ENSG00000070388,FGF22,
6932,Q13639,ENSG00000164270,HTR4,
6933,Q9Y466,ENSG00000112333,NR2E1,
6934,Q8NBH2,ENSG00000174611,KY,
6935,O14735,ENSG00000103502,CDIPT,
6936,P32248,ENSG00000126353,CCR7,
6937,P28698,ENSG00000099326,MZF1,
6938,O75594,ENSG00000008438,PGLYRP1,
6939,Q86W92,ENSG00000110841,PPFIBP1,
6940,Q9BT40,ENSG00000132376,INPP5K,
6941,Q14393,ENSG00000183087,GAS6,
6942,Q9HCC9,ENSG00000159733,ZFYVE28,
6943,Q9Y2Q5,ENSG00000116586,LAMTOR2,
6944,Q15485,ENSG00000160339,FCN2,
6945,Q14624,ENSG00000055955,ITIH4,
6946,Q8WXX5,ENSG00000213551,DNAJC9,
6947,Q92664,ENSG00000122034,GTF3A,
6948,P19876,ENSG00000163734,CXCL3,
6949,P28676,ENSG00000115271,GCA,
6950,O94850,ENSG00000181418,DDN,
6951,O43699,ENSG00000105492,SIGLEC6,
6952,Q14574,ENSG00000134762,DSC3,
6953,Q9P2J3,ENSG00000198642,KLHL9,
6954,Q6TFL4,ENSG00000114796,KLHL24,
6955,Q9P2G9,ENSG00000145332,KLHL8,
6956,Q9NVR0,ENSG00000178502,KLHL11,
6957,Q96M94,ENSG00000174010,KLHL15,
6958,Q8NC69,ENSG00000168301,KCTD6,
6959,Q9P2N7,ENSG00000003096,KLHL13,
6960,Q9UJP4,ENSG00000162413,KLHL21,
6961,O94889,ENSG00000114648,KLHL18,
6962,Q8IXQ5,ENSG00000122550,KLHL7,
6963,Q96PQ7,ENSG00000109790,KLHL5,
6964,Q53GT1,ENSG00000099910,KLHL22,
6965,Q96MP8,ENSG00000243335,KCTD7,
6966,Q9NXV2,ENSG00000167977,KCTD5,
6967,Q8N4N3,ENSG00000135686,KLHL36,
6968,Q53HC5,ENSG00000167487,KLHL26,
6969,Q8NBE8,ENSG00000213160,KLHL23,
6970,O43847,ENSG00000078618,NRDC,
6971,O15318,ENSG00000113356,POLR3G,
6972,Q9H1D9,ENSG00000132664,POLR3F,
6973,Q9NVU0,ENSG00000058600,POLR3E,
6974,P60022,ENSG00000164825,DEFB1,
6975,P23510,ENSG00000117586,TNFSF4,
6976,Q9BV36,ENSG00000115648,MLPH,
6977,P25800,ENSG00000166407,LMO1,
6978,Q02575,ENSG00000171786,NHLH1,
6979,O76024,ENSG00000109501,WFS1,
6980,Q96C45,ENSG00000168038,ULK4,
